context_text,reply_text,language,source,gap_lines,gap_seconds 
"they fix that pretty quickly
no i can't use it i have levels fuck you
oh
you fucking bitch oh i can't move i'm cocked for the fucking thing oh i can't move i can't
i can't move
i'm not a good staff at all sirs ladies
i upgraded my main weapon to epic before i'm level seven so now it's useless to me
i fucked myself i'm suffering from success
no",fuck i i did too early,,4_9hours.mp4,1,10
"okay
just because come here
if he takes damage while you're invisible he just takes the damage source
if you move away from him it's fine but that was not too bad actually that was easy",that was really easy ,,4_9hours.mp4,1,6
this motherfucker do you come in,oh whoa whoa whoa whoa whoa whoa whoa whoa,,4_9hours.mp4,1,6
"buddy wow well we wow my friend buddy boy
what's what's in here
oh there's an executor's blade great
why don't you get down",nice,,4_9hours.mp4,1,14
okay,oh my god i'm going to kill him ,,4_9hours.mp4,1,6
yeah,thank you oh boy,,4_9hours.mp4,1,12
oh young,oh young,,4_9hours.mp4,1,5
"young
bungy
i forgot the boss loot as always as per usual do you want to print some death stuff
tom do you want to stop
oh
rock blaster i'm gonna blast these nuts off your",i'm gonna go to the last church,,4_9hours.mp4,1,4
"Run, run, run.","Run, run, run.",,4_9hours.mp4,1,6
Hello?,Hi!,,4_9hours.mp4,1,1
"Hi!
How are you doing?
How are we doing?",Why are the bosses here?,,4_9hours.mp4,1,11
"Bro, my cat is so fucked.",Which one?,,4_9hours.mp4,1,4
Beepo,Why?,,4_9hours.mp4,1,3
"He just pooped a human-sized turd.
Lovely.",Is he okay?,,4_9hours.mp4,1,2
"He was screaming.
Well, he's doing it.",Obviously in pain,,4_9hours.mp4,1,1
"Yeah!
Yeah.
Bro, the fucking...
The fucking turd is like three centimeters wide, bro.
Why?
I'm not even joking.
It's huge.
It is!
My ass would hurt.
My ass would hurt.
It's thicker than his arm.
Way thicker than his arm.
His arm.
But now he's happy.
Now he's happy because he pooped.
Oh, man.
I don't know what I'm supposed to do with this cat.","Yeah, hidden treasure.",,4_9hours.mp4,1,3
"I wanna...
Guys, you wanna go to the madness station and get some madness going?",Improved ranged weapon attacks.,,4_9hours.mp4,1,6
"And me.
With me, I think.
Yep.
I opened the tower.
Wait, it doesn't bleed?
What?
This is a hex tool.
We got him.
What do I have?
I got...",Nice.,,4_9hours.mp4,1,3
It's trash.,"And church, church, church, church.",,4_9hours.mp4,1,3
"Okay, I'm gonna check out the madness station.",Alrighty.,,4_9hours.mp4,1,7
"Right here where I am.
I have been maddened.",Maddened and added.,,4_9hours.mp4,1,2
"I died, what the fuck?
But what's it do?
What's it fucking do?
Other than just destroying the area.
Need help, guys.",I am on my way.,,4_9hours.mp4,1,1
"Not that deep.
Starlight shards?
Do we want them?
I still got this church.
Bro, fuck off!
With your stupid spear!
That's what she said.
She would say that.
With your stupid booty.
Hey, can I fucking kill her?
I...
I just have to live with it.",Is that a jumpy thing?,,4_9hours.mp4,1,3
I don't think we can interact with it.,It's just getting bigger.,,4_9hours.mp4,1,5
"That's what she said.
That's what she said, yeah.",I'm gonna kill the boss in the lake.,,4_9hours.mp4,1,2
I'll join.,You're on his ass anyways.,,4_9hours.mp4,1,2
tombstone,I'm mad again.,,4_9hours.mp4,1,2
"I'm literally not doing anything with it.
I'm getting mad.
I'm getting fucking mad right now.
I'm so mad.
Fucking so angry.
I don't know if you have a plan of sight with the madness bulb.
The bulbus madness.
Bitch.
Why am I mad right now?
Why am I getting so mad?","Well, out of the madness circle, I guess.",,4_9hours.mp4,1,6
"I'll lose line of sight.
Just hide behind the tower.
Hope there are no planes.
There's another plane.
Okay, so you know the theory where it's canon that Kermit the Frog is responsible for 9-11 in the Muppets universe?
In the Muppets universe?
Yeah.",What the fuck are you talking about?,,4_9hours.mp4,1,1
"There's a flashback in the Muppet movie where they show what impact Kermit had on all his friends' lives and whatever.
And while they're showing the flashback or the alternative universe, the creators just used some stock footage where the Twin Towers were still standing.
So...
There's something in Kermit's life.
Something Kermit did.
He altered the timeline in a way that 9-11 happened.
Fucking Kermit.",There's a fucking rune bear.,,4_9hours.mp4,1,8
"I don't know.
Is he the night lord of this rune?",I really hope it is.,,4_9hours.mp4,1,3
But I'm playing with his balls.,Sure.,,4_9hours.mp4,1,8
Don't hide your face from me.,You're beautiful.,,4_9hours.mp4,1,3
"Bloodstained dagger.
Attacks inflict speed?","Yeah, level 10.",,4_9hours.mp4,1,1
"Oh?
I should never have taken that.
Yoink.
Hey, I wanted them.
Well, I took it.
There's nothing you can do about it.
Give him back.",What?,,4_9hours.mp4,1,1
"It's not a rune bear, though.
It's just a bear.
Now I fell asleep.
I can't imagine getting punched so hard.
I'm just tired.
I'm just getting tired.","Yeah, hit him in the face.",,4_9hours.mp4,1,7
"Yeah, that's frost.
That's literally...",You turned him white.,,4_9hours.mp4,1,1
...like the 700th time that happened to an enemy we fought.,But you turned his fur white.,,4_9hours.mp4,1,4
"He's a polar bear now.
He's a polar bear, yeah.",He's gonna get deported.,,4_9hours.mp4,1,2
Because he's white?,"Yeah, because he's gonna get deported to the North Pole.",,4_9hours.mp4,1,2
Deported to the Netherrealm because he's fucking dead.,What the fuck?,,4_9hours.mp4,1,4
"I wanna get deported to your Nether regions.
Giggity.",Giggity.,,4_9hours.mp4,1,2
Giggity.,Quaggmeier,,4_9hours.mp4,1,1
It's the quagg,"It's just the quagg, guys.",,4_9hours.mp4,1,2
"Wait.
Okay, Gede, is there a...
If there is a grace, if anyone is in need of more flasks, I would recommend visiting
it.","No, thank you.",,4_9hours.mp4,1,1
"Do you have any recommendation?
No, thank you.
Am I requi...
Oh, this thing's here.
Wait, I didn't get all the...
I did.
I'm retarded again.
What retarded?",Okay.,,4_9hours.mp4,1,2
"No matter how hard I try, I always come back to being retarded.
Oh, yeah.
Take it.
Take it, Gede.
Improved incantations on that sword?
Just like it to be targeted.
I don't mind if I do.
I'm not building 2 armaments.
But it's okay.
How long is this going to take?
I regret this.
I regret this.
I'm Iron Man and I'm heavy as fuck.
Got him.
Quick and nimble.",Got him.,,4_9hours.mp4,1,1
Not quick and not nimble.,"Oh, fuck you.",,4_9hours.mp4,1,3
"You put him in the stone.
Get the others.
Bro, as if.",The fucking ass of the horse is cock blocking me.,,4_9hours.mp4,1,6
"Bro, I dodged.
Why is he targeting me?
Can't you both have...
Oh, fucking.
Yeah, but he's just less likely to target me.
Not going to target me.
Bro, you fucking kidding me?
I'm invisible.
Now he's making shit up.
Oh, we got both.
Wait.
Ow.
Get the gigi.
I got it.
We need the gigi.
Got it.
Oh, oh, oh.
Tombstone.
Yes.
Tombstone.
Tombstone, dear.",Get tombstoned,,4_9hours.mp4,1,2
"Bitch.
Get stone.",Rise from defeat a single time.,,4_9hours.mp4,1,2
That's good.,I took it.,,4_9hours.mp4,1,2
"If it actually works.
Okay.
Do we want to do stupid shit?",What about this boss down here?,,4_9hours.mp4,1,4
"Okay, let's go.",He's like not far.,,4_9hours.mp4,1,1
In the fuck?,It's fake news.,,4_9hours.mp4,1,1
"We've been scammed.
The fuck scammed us.",Where then?,,4_9hours.mp4,1,1
Let's just fucking leave.,But we can get level 11 at least.,,4_9hours.mp4,1,4
Level 9?,"Wait, I can still take something?",,4_9hours.mp4,1,1
"Yeah.
Sure.
What do you want to take?","Oh, I have to actually equip that.",,4_9hours.mp4,1,1
"I can go to 11.
Why are you level 9, broski?",Yeah.,,4_9hours.mp4,1,2
"I got 90k runes, but I don't know if I can get to level 11.
Level up one time?","Wait, there's still some enemies around here.",,4_9hours.mp4,1,2
"Wait, we can...
There's a grace here.
I'm gonna check the grace.
It heals me, and I got...
No, that's sometimes too good.
Is there anyone close by who is in need of dying?","No, there's no one here.",,4_9hours.mp4,1,14
Kill someone.,Someone else at least.,,4_9hours.mp4,1,1
"A beast.
There's bats.
Bats on my ass.
Oh, I got the HP thing where it recovers slowly.",Oh no.,,4_9hours.mp4,1,5
"Why would you do that to yourself?
I don't know.",Bloodstained dagger.,,4_9hours.mp4,1,3
"Okay, I've killed everything I can see.","Yeah, come back.",,4_9hours.mp4,1,2
"Baby, come back.","Oh, I went in right away.",,4_9hours.mp4,1,6
What the fuck?,What the fuck?,,4_9hours.mp4,1,2
"You done did it.
Now I can't come.",Scheiße.,,4_9hours.mp4,1,3
"I'm gonna come.
Do not come.","What the fuck, Tom?",,4_9hours.mp4,1,4
"You can, you don't need to.
It always happens to me.
I can't read.
What the fuck?
Why did I instantly die?
I instantly died.
Thank you, sir.
Is there a problem?
I would brand you with this sock.
Good evening.
Can I upgrade my shit?
Level 11.
Oh, I can upgrade my shit.
Let's fucking go.
I need starlight shards.
Can you buy me starlight shards, please?
With the rest of your runes.
You cannot use otherwise.",Nope.,,4_9hours.mp4,1,3
"Look, I could.",But I simply don't want to.,,4_9hours.mp4,1,4
"But I refuse to.
You didn't share your tips with me.
You have to learn.
You want me to share my tips with you?","That's so anti-pride month, Tom.",,4_9hours.mp4,1,2
"Let me share my tip with you.
Just a tip.
I mean, that's what you asked for.
I'm not gonna give you more without consent.
I'm asking for it, buddy.
Listen up, motherfucker.
Skip, skip, skip, skip, skip, skip.",But the calves.,,4_9hours.mp4,1,3
"Skip.
I cannot watch the calves.
Show me the calves.
Oh, you skipped.
You skipped, too.","You skipped, too.",,4_9hours.mp4,1,1
"Yeah, but you made me.
Look what you made me.
Yeah, you're easily convincing yourself to eat more nicotine gum.
Ah, oh no. Oh, thank God.
Thank God.
Thank God.
How? How?
Like, how?",Now I'm dead? What the- He was screaming?,,4_9hours.mp4,1,5
"Death scream.
Oh my God.
This motherfucker. Oh, this poison. Don't do it, don't do it.
The fucking poison missed. Oh my God.
Yeah.
How far does this shit go?
I'm dead. Fuck.",I'm dead too.,,4_9hours.mp4,1,3
"That last thing I took.
What's on my head? What's on my head?",I have that too all the time.,,4_9hours.mp4,1,3
"Yes, yes. You can kill the fuck on the head.
And then you don't take damage anymore.
It's a fucking parasite.","Yeah, fuck you.",,4_9hours.mp4,1,6
"Fuck.
Oh, I'm in the poison. Fuck, fuck, fuck.
Oh, oh, oh, oh, oh, oh, oh.
Oh.
Boomba.
This fucking slow HP restoration.
Like, why would they even present it to you?
Is there any way that it's actually good?
No, no.
It's a punishment.
It's a bait.
Okay.
Oh, she's far.
Oh, I'm in the poison again.
I'm not dealing any damage at all.
I'm in the poison.",Oh my God.,,4_9hours.mp4,1,4
"Nah, get Luigi.
I'm gonna get died.
Then Luigi will revive.
And then Luigi can get me.
It's old.
Let's go.
And then I can die again.
You fucking poison.",Oh my God.,,4_9hours.mp4,1,4
Fuck off.,"Don't you dare do your earth shake, earthquake shaky shake.",,4_9hours.mp4,1,2
"Earth shake.
Hmm?
Thank you.
I have no more ideas.
This is so fucked.
Oh, straight away.
Oh my God.
I'm fucking done.
Of course he turns to stone.
Because why the fuck wouldn't he?
My fucking girlfriend can poison me again.
Yeah, why?
You.","Oh, bullshit.",,4_9hours.mp4,1,4
"What is he?
What is he doing?
Fire?
I don't know.
That fucking slow.",What about my item?,,4_9hours.mp4,1,1
Already triggered.,Fuck.,,4_9hours.mp4,1,1
"Ah, bro.
How did we get farther last time with the recluse?",Raider duration of ultimate extended.,,4_9hours.mp4,1,10
"Oh, I'm the raider",I am the wilder.,,4_9hours.mp4,1,1
I could use that.,That's the last round I'm going to spin the wheel though.,,4_9hours.mp4,1,1
"Want me to take it out of the timer?
What?",I already...,,4_9hours.mp4,1,1
"Every time I tap out the game, my PC is like...
I can't do this.
No.",I cannot do this anymore.,,4_9hours.mp4,1,1
End my suffering.,Please just...,,4_9hours.mp4,1,2
Please.,"Please, please, please.",,4_9hours.mp4,1,1
"Pretty please.
With a cherry on top.",Bro.,,4_9hours.mp4,1,18
"It's an older Lightning.
No, it's Lightning, right?
Yeah, it's Lightning.
Wait, what are we doing?
The older one?
Augur.
Get Lightning shit.",Let's just fuck it.,,4_9hours.mp4,1,3
"Sounds like a plan.
I'm down.
How do you want to do this?",I'm gonna stay level 1 for the whole fucking game.,,4_9hours.mp4,1,5
"You're gonna make it look like you're actually trying.
Exactly.
I like your thinking form.","Yeah, just like Gilly last round.",,4_9hours.mp4,1,2
"Wilder, why can't you fucking stray here?
What do I do?
All I do is try.
You're literally a fucking...
Try hard.
No, you're a tree because you're throwing so much shade.
And then when some...
Oh, yeah.
...strays come back at you...
It's facts.
How can it be shade if it's facts?
Do you want me to lie to you?
Is that what you want?
You don't want the truth?","Wait, what the fuck, Tom?",,4_9hours.mp4,1,2
"You want little white lies.
I can't do that to you.
No.
I could never do that.
Are we going over to this thing in the camp or...
Where are we going?",Give me some little white lies.,,4_9hours.mp4,1,3
Papi.,El Papi.,,4_9hours.mp4,1,2
"No, no, no.
I'm churching it up, boys.
Yeah, I'm at the church.
I'm preaching.","Oh, you mean this church.",,4_9hours.mp4,1,4
"You know the church?
Well, then that isn't an fortunate...
...but a serendipitous situation we're finding ourselves in.","Downstairs, downstairs.",,4_9hours.mp4,1,6
"stone sword key
stone sword key
Fire, fire, fire.
Fire, fire.
Fire, fire, fire.
Hear the thunder.
Okay, guys.
Holy, what the fuck?
It's just a fucking scam, bro.
Need help?
With the firemonger?
Downstairs.
Coming?
I'm only level one.
There's just something in there.",Where's your poise?,,4_9hours.mp4,1,2
"Where am I?
Just dead.
What are you doing?
Poise, not boys.
Stupid.
English is my first language.",Do you speak it?,,4_9hours.mp4,1,6
"Let's go church to the east.
Let's go get away.
I don't fucking know.
I'm done.
I'm cooked.
Bro, cook.
Let him cook.",Never stop cooking.,,4_9hours.mp4,1,2
"She be blue.
She be blue.",She be blooby.,,4_9hours.mp4,1,2
"Are we suicidal?
Let's do it.",There's another room.,,4_9hours.mp4,1,2
One hit me.,Don't do it guys.,,4_9hours.mp4,1,2
Don't do it.,I'm on my way.,,4_9hours.mp4,1,2
PP has never been harder.,He's laslo,,4_9hours.mp4,1,2
"But especially
children.
Everyone take note of that.
Gilly is treeing it up
in here again.",We are live guys.,,4_9hours.mp4,1,2
"That's why I said it.
It's a warning.
It's a warning for all the children out there.
All the six children watching right now.
He's a literal peeping Tom.
Clarification, I am not.
Over exaggerate to clarify.
This is a family friendly channel.
It's a Christian channel.
No, that would be terrified.",boss loot,,4_9hours.mp4,1,6
"boss loot
That's why we do these things.
Speaking.
Speak for yourself.
Speaking.
I did not want to do that.",I want to check out the castle real quick.,,4_9hours.mp4,1,2
"I hate it.
It gets me agitated.
Hurts my bones.
fuming
This thing.
What are we going to look for?
Things out here.",Yeah.,,4_9hours.mp4,1,2
"Let me show you.
We are looking for
We are looking for
Where is it?
I got it.
Was it?
I got it.
It was the tree stump.
I didn't see it running.
We are just getting there.
Idiot.
I think the way they built this tower
is an OSHA violation.
No.
This is a mess.
But it's awesome.
There are not even stairs in there.
You are going to break your neck.
What's with the second tower?
The second circle is being half way in the ocean.
Bro.
It's fucked.
That's not how I want to live my life.",What enemies are there?,,4_9hours.mp4,1,2
"Yeah.
The zones are fucking us.
This zone was trash too.
Come on.
Let's go to the fort.
Let's kill at least one crucible knight.
Oh yeah.
Kill this dude.
I'm going to eat the fire pot at him.
And now I'm going to eat the holy pot at him.
Now he's holy.
Another fire pot.
And another fire pot.
And another holy pot.
And a fire pot.",What?,,4_9hours.mp4,1,2
"Fire.
There's a warming stone over there.
On purpose.
Wait.
I think the basement boss
No it's not.
Nevermind.
Let's go to my ping.
First I'm gonna go to the grace.",Grace.,,4_9hours.mp4,1,2
"My arse.
You're dead.",true ,,4_9hours.mp4,1,4
"Pick this up.
Improved ranged weapon attacks.
Less likely to be targeted.",Let's go.,,4_9hours.mp4,1,2
"I want that.
Improved my magic weapon attacks.
That's not it.
This one.
I'm gonna go ping this.
I would like to upgrade my weapons.",I have a stone sword key.,,4_9hours.mp4,1,22
"Same.
Don't I too?
I do too.",Let's go to the thing right here.,,4_9hours.mp4,1,2
"What the fuck did you just summon, bro?
Oh, he fucking ran away.
He just walked away.
Fuck.
The ultimate counter to me.
Slowly walk away.
He's leaving.",Leave me alone.,,4_9hours.mp4,1,6
"Careful, he attacks.","I know you hate me, it's okay.",,4_9hours.mp4,1,6
"Fuck him up.
Get him, get him, get him.
Why didn't he use the finisher?
I died.
Please pick me up.
Please, mommy, please.
20k ring, thank you.
Run.
Easy pick.
Oh, I need a trader, man.
I'm a short.
No, I'm dying, I'm dying.
Please help, help, help, help.
Goomba, goomba, goomba, goomba, goomba.
Don't.
I'm stupid.
Run, run.
I'm dead.",Sorry.,,4_9hours.mp4,1,6
"He's locked in.
He's locked the fuck in.
Let her cook, let her cook.",We really have to go to the castle.,,4_9hours.mp4,1,4
"Fuck, oh, fuck.",I only have one health pot.,,4_9hours.mp4,1,2
"I have two.
This is far range.
Well.
We wanted it to end, right?","Oh, I have two now.",,4_9hours.mp4,1,44
"This bitch is just jumping around
like crazy.",I have no more heal.,,4_9hours.mp4,1,8
"No more heal.
Yeah, I have no more.",With my fucking,,4_9hours.mp4,1,11
"No, no, no, no, no, no, no, no, no, no.
Oh, oh.",Are you down? No. Okay.,,4_9hours.mp4,1,2
Good.,"Yeah, he's ignoring me.",,4_9hours.mp4,1,10
"No, no, no.
Ah.
Oh, oh, oh.
Ah.
I'm so close.",Just kill him.,,4_9hours.mp4,1,2
"Fuck him up, Toad.
I'm so low.
I can live with this pressure on my back.",Good job.,,4_9hours.mp4,1,2
"I can't.
I could live with the pressure on my back.
Never doubted you.
That's a lie.
It's a little white lie, but...
Give me one.
Oh, these are all so shit.","Yeah, they are always shit here.",,4_9hours.mp4,1,2
"Okay, let's rush to the fucking castle.",We really do need,,4_9hours.mp4,1,2
"Wait, there's a tree.
Choo-choo-choo-choo-choo-choo-tree.",Choo-choo-choo.,,4_9hours.mp4,1,2
"It's like the choo-choo tree at green.
Get the church,
and then go to the castle.
If the circle isn't fucking us
like it just did,
then
we should be able to
get the...",Fucking tree's up there.,,4_9hours.mp4,1,2
"The basement, boss.
The bunks of the basement.
Base the boss.",Bases and bosses.,,4_9hours.mp4,1,2
"What a scenic view.
Look at Lugigi.",Lugigi jumping.,,4_9hours.mp4,1,2
"Like a peasant.
Doesn't like to take to the skies.
Like us.",I have stage fright.,,4_9hours.mp4,1,2
I have flight fright.,Flight fright.,,4_9hours.mp4,1,2
Synchronous.,Synchronizing.,,4_9hours.mp4,1,4
"I imagine if Lugigi
would be here, it would be so nice.
It would be nice.",I thought we were going to the,,4_9hours.mp4,1,2
"Well, Loony,
maybe you should start listening
to what I'm actually saying.
Wait.","Okay, whatever.",,4_9hours.mp4,1,2
"Actually, that might.
I said take the birds,
go to the church,
go to the castle.",I heard castle and then church.,,4_9hours.mp4,1,2
"I said, oh, there's a tree,
we can just go to the church first.
Because the circle would probably...
The castle would probably...
Lugigi was long gone
by then, though.
He fucking hit the legs
so quickly.
I'm at the basement.
Go, go, go.
Basement boss.
Why are you input reading my shit?
That's so stupid.
What in the fuck?
What?
Oh, that fucked me up so bad.","You got this, guys.",,4_9hours.mp4,1,2
All we told is help.,I'm at the church.,,4_9hours.mp4,1,2
Now we're going to the church.,now you got this maybe you've been alive for enough for long enough,,4_9hours.mp4,1,26
"okay do you wanna go i'm gonna kill this person that i already started
i have a stone sword do we wanna first do the crucible nights or",i would at least finish this crucible night and after that,,4_9hours.mp4,1,5
oh let's just stay here and look what happens,i need the last church though,,4_9hours.mp4,1,6
okay there's one more up here,i'm gonna level up i want to use my weapon,,4_9hours.mp4,1,5
"Well, I could give you a staff, but that would still be a shit weapon.",Yeah.,,4_9hours.mp4,1,11
"He can't do anything, so good.","Yeah, get fucked!",,4_9hours.mp4,1,30
"Bitch!
Fuck him up!","I'm slow, but I'm strong!",,4_9hours.mp4,1,3
"Who's he gonna be?
Bowser!","Oh, he's in my head.",,4_9hours.mp4,1,1
In my head?,Short looney stream?,,4_9hours.mp4,1,6
"I told you it's gonna be long.
Should I be in it again?",Eh?,,4_9hours.mp4,1,1
How do they not take damage?,Oh no!,,4_9hours.mp4,1,3
"With the Wii, right?
Yeah.
You missed me, bitch.",Yeah!,,4_9hours.mp4,1,1
Honey.,I'm down again.,,4_9hours.mp4,1,1
"Okay, you?","I have a legendary weapon, and that's cool, but it's a legendary 800kg weapon.",,4_9hours.mp4,1,1
I'm not taking any damage.,"Ah, he's doing a spinnys?",,4_9hours.mp4,1,22
"Kill him, kill him!
Do it on his face!
Are you kidding?
What?
Do it on his ass.
Inflame you really are.
Ja, go on him!
Can I go on him?
Tombstone!",Tombstone him!,,4_9hours.mp4,1,4
"Iron Eye, that's good.
Fuck him up, fuck him up!
Stop gooning, start edging!
Ja.",Last hit!,,4_9hours.mp4,1,1
Ja!,Boost physical damage negation?,,4_9hours.mp4,1,2
"Fuck, how do you even get to level 15 then?
If you need that much.",You fucking don't!,,4_9hours.mp4,1,2
"Time long peepee.
I need to get my runes back, I died.
I'll be right with you.",Alrighty.,,4_9hours.mp4,1,3
"How did this guy get the fucking runes?
I need to find someone.",Nadine!,,4_9hours.mp4,1,7
"You really shouldn't.
Did you not learn from that time?
Oh my god.",Zweieinhalb Monate alt.,,4_9hours.mp4,1,1
I never learn.,Let me try.,,4_9hours.mp4,1,3
"It's not worth the risk.
Not capable of it.
I thought you had my back, bro.",I touched the fucking butt on accident because I was baited by Gilly's stuff on the ground.,,4_9hours.mp4,1,3
It's always my fault.,Gilly's golden seed was on the ground so I had to touch it.,,4_9hours.mp4,1,1
"Can you buy a starlight?
Golden seed.",I can.,,4_9hours.mp4,1,1
"No, I'm not mad at you.
I'm mad at Gilly because he just left me.
I left before you even said it.
It was obvious that I wanted to do it though.
Oh, I got up two levels.
Fuck yeah.","Yeah, level 13.",,4_9hours.mp4,1,1
"Yeah, level 13.
I'm level 10.",I missed the crouching.,,4_9hours.mp4,1,2
"Yeah, same.
I keep trying to do it.",Für Schnöselbert Schnöselinger von Schnöselingen.,,4_9hours.mp4,1,1
"Gilly, can you buy me some...
Can you play Sugar Daddy for me?",Are you even here?,,4_9hours.mp4,1,2
3.8k and you're not even here.,"I already dropped your starlight, shit.",,4_9hours.mp4,1,2
"What are you talking about, bro?
I'm standing right next to you.",What?,,4_9hours.mp4,1,3
"Yeah, I can't see you.
I'm in here.","No, you're not.",,4_9hours.mp4,1,2
You're lying.,Are you fucking with me?,,4_9hours.mp4,1,1
"No, you just ran outside.
Gilly's running outside.
He's watching your stream.
I'm not.
I'm here.",There's starlight shards.,,4_9hours.mp4,1,1
That's a smithing stone.,But I dropped starlight shards.,,4_9hours.mp4,1,2
"Wait.
No.
Yeah, I got them.
Don't you fucking believe me?
We all know this game is a fucking mess.","No, it's not.",,4_9hours.mp4,1,3
"When have I ever said that?
Except for now.",Now?,,4_9hours.mp4,1,3
You keep putting words in my mouth.,"I'm so braindead already, guys.",,4_9hours.mp4,1,6
"I've been gassed for hours.
Hours and hours.",With the pizza bread in his mouth.,,4_9hours.mp4,1,3
That's cool.,A lot of horror games.,,4_9hours.mp4,1,2
i know i just wanted to see it was a test it was a fucking test yeah,i want to know how to get all the others all the other uh slay,,4_9hours.mp4,1,19
"ep without oh i should get a fucking great boat what am i doing yeah what are you doing with your
life thousands oh my god you guys should have told me i've been preaching the gospel
of the great for eons and you're not listening to me good sir let's set it once this runs
i have this run you mean this run is starting right now no i have not told you about it this
exactly
fucking sandwich you you piece of stupid ass
fucking neurons yesterday",australians are so fucked man,,4_9hours.mp4,1,7
"when it's wild upside down and you can
why are you deep throating did your brother just come on i'm having a banana
i'm having a banana for pride month
well
okay can we do",i keep dying i'm so dead right now,,4_9hours.mp4,1,2
"i would laugh but i cannot
a bit serious",next time i want to see the banana eating you want to see the banana,,4_9hours.mp4,1,5
"if you don't listen to anything i say oh that church i thought you meant the broken ruin
oh i'm down how are you down wrong church i am down
hello thank you",stop trumpeting,,4_9hours.mp4,1,17
so i'm the idiot because i went to where you pinged,i ping it so i know where to go like,,4_9hours.mp4,1,6
"let's go another summer in the sunlight i can't see anything
if i speak about sucking each other off she stops of course",because you both have the darkness skin how you sold a lot of relics right,,4_9hours.mp4,1,4
"no i just wait what's which one is that uh maybe it's pride month come on
get into the spirit i don't i all i can do is say hello
a very deep voice",what the fuck i almost just fucking jumped down into the water why is there ping outside of the map,,4_9hours.mp4,1,4
uh yeah i'm gonna go to the tower,good luck have fun eat dick,,4_9hours.mp4,1,7
i don't want to go to the church,and next church,,4_9hours.mp4,1,4
i went on summer but of your own volition yeah i go to church every week,Gilly went to fucking catholic school,,4_9hours.mp4,1,9
"i was
have you ever had a stroke where when you had no have you ever had a dream where
you
i can't speak i cannot speak",oh i fucked the bug whatever,,4_9hours.mp4,1,16
"the castle is in the castle right here
gilly don't do it don't do it ho
i did it fucking went and did it anyways huh i don't get it",i'm gonna see what is a companion jar,,4_9hours.mp4,1,6
right now how it's where where you put the balls after you've been castrated,i want to see how much hp he has way too much fuck that i'm leaving,,4_9hours.mp4,1,6
"fuck it i will ask you if you want to make your own companion jar or if they should pack it for you
you usually you let them fighting because they're better at it they have uh
i've done it before you know sometimes are we running
i'm at the fucking castle you started",i started like five boss fights,,4_9hours.mp4,1,4
this or that or the church but the weather was so nice,i'm going to the basement,,4_9hours.mp4,1,20
"I don't think I can pick any of you up.
Give me the Goomba.
No, Goomba!",Good job getting Goomba.,,4_9hours.mp4,1,2
Stop with the shade.,Now I'm level 2.,,4_9hours.mp4,1,4
"The actions of the consequences.
I always want to say actions of the consequences.
And then I do.
Then I have to correct myself.
I have fallen and I can't get up.
That's right.
I don't respect women.
Is that how it goes?
Thanks for the...
Almost said it right.
It's pretty old, that reference.
Come on.
Yeah, just like you.",We went there.,,4_9hours.mp4,1,4
"I'm not a Boomer.
I'm not a Boomer. Mom, I'm not a Boomer.",I'm a Goona.,,4_9hours.mp4,1,2
I'm not Gen Z.,Why is he attacking me?,,4_9hours.mp4,1,2
"Oh, fuck.",Go get him.,,4_9hours.mp4,1,2
Don't touch me.,I'm not gonna make it.,,4_9hours.mp4,1,2
"Come back.
Actually, don't worry about me.
No, Oogigi.",Oogigi.,,4_9hours.mp4,1,2
"Oogigi kaka.
Papaganush.
You made me say it.",Babaganush.,,4_9hours.mp4,1,2
"She got a stick.
Stick it to her.
Can I get this?",A piece of shit stick?,,4_9hours.mp4,1,2
"Okay.
Shit stick?
Give me the shit stick.
The church is in the zone.
Do we risk it for the biscuit?",For the church?,,4_9hours.mp4,1,2
"I think we do.
Is the sacred tea a biscuit?
No, we don't.
I'm gonna go
and try and get the
merchant
I feel like someone is drilling a hole in this wall.","Oh, increased bow effective range?",,4_9hours.mp4,1,2
"Yes.
I'll give that for you, Oogigi.",Yas.,,4_9hours.mp4,1,2
Yeah?,Are you taking it with you?,,4_9hours.mp4,1,2
"Yeah, I got it.
Pronounce it Oogigi.
Oogigi.",Oogagi.,,4_9hours.mp4,1,2
"You make me gaga.
Oogigi.",Oogaga.,,4_9hours.mp4,1,2
I'm fucking retarded right now.,"Yes, you are.",,4_9hours.mp4,1,2
Right now?,Right now?,,4_9hours.mp4,1,2
"Or the fucking pot thing.
What?","Yeah, stop yeeting pots on my head.",,4_9hours.mp4,1,2
The fucking pot thing.,He did it right after I said it.,,4_9hours.mp4,1,2
You shouldn't have said it.,Fucking huge,,4_9hours.mp4,1,2
"You shouldn't have fucking said it.
Why did you say it?
Bro, I told you not to.",Stop the pot thing.,,4_9hours.mp4,1,2
"I'm having a good time.
I specifically requested it.",Specifically?,,4_9hours.mp4,1,2
"Let me upgrade my shit.
You stupid ass bitch.",I wanna get to the grass.,,4_9hours.mp4,1,4
Waffle fries.,And get full life.,,4_9hours.mp4,1,2
Waffle fries.,"Oh god, I'm level 6 man.",,4_9hours.mp4,1,2
"And I feel so slow.
Sluggish.",In your head?,,4_9hours.mp4,1,2
"Yeah.
Oh, I thought you were an enemy.",See?,,4_9hours.mp4,1,2
"Good.
Carnivore turtle.
Gilberto.",Happens.,,4_9hours.mp4,1,2
For me.,Guillermo.,,4_9hours.mp4,1,2
